CSAFP,GEOID,NAME,CBSA_TYPE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                             
,13420,"Bemidji, MN Micro Area",2,6487120495,1426321738,2504.691,550.706,47.879508,-95.00505
,16420,"Central City, KY Micro Area",2,1209734539,31905594,467.081,12.319,37.213816,-87.134092
,18420,"Corinth, MS Micro Area",2,1036100568,3417891,400.041,1.32,34.886569,-88.581109
,20420,"Durango, CO Micro Area",2,4376522002,25375721,1689.785,9.798,37.287367,-107.839718
,21420,"Enid, OK Metro Area",1,2741479095,4075930,1058.491,1.574,36.378273,-97.787729
,27420,"Jamestown, ND Micro Area",2,5754301968,197312587,2221.749,76.183,46.972223,-98.956123
,28420,"Kennewick-Richland, WA Metro Area",1,7618694606,215136036,2941.595,83.064,46.363914,-119.254081
,30420,"Lexington, NE Micro Area",2,3810529532,28237610,1471.254,10.903,40.756816,-99.821978
,34420,"Mount Pleasant, TX Micro Area",2,1051683607,50727822,406.057,19.586,33.214599,-94.966783
,37420,"Pampa, TX Micro Area",2,2398261666,8700791,925.974,3.359,35.402542,-100.812374
,38420,"Platteville, WI Micro Area",2,2970364997,94558771,1146.864,36.509,42.870028,-90.694229
,43420,"Sierra Vista-Douglas, AZ Metro Area",1,15966166113,137024922,6164.571,52.906,31.840129,-109.775163
,42420,"Scottsbluff, NE Micro Area",2,9200294076,17667421,3552.254,6.821,42.163326,-103.734473
,49420,"Yakima, WA Metro Area",1,11122757370,41168172,4294.521,15.895,46.456558,-120.740145
,35440,"Newport, OR Micro Area",2,2539209521,554669104,980.394,214.159,44.641061,-123.911212
,10460,"Alamogordo, NM Micro Area",2,17126453574,36946480,6612.561,14.265,32.588776,-105.78098
,15460,"Burlington, IA-IL Micro Area",2,2059057806,77683335,795.007,29.994,40.8797,-91.048762
,18460,"Cornelia, GA Micro Area",2,716858330,5814561,276.781,2.245,34.634392,-83.525875
,24460,"Great Bend, KS Micro Area",2,2318718654,13913626,895.262,5.372,38.481239,-98.767837
,23460,"Gadsden, AL Metro Area",1,1386383039,34559412,535.286,13.343,34.047641,-86.034263
,25460,"Harrison, AR Micro Area",2,3654212734,37022684,1410.899,14.295,36.087809,-93.162053
,27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",2,2745967850,1139487496,1060.224,439.959,42.304216,-79.407595
,29460,"Lakeland-Winter Haven, FL Metro Area",1,4653579490,553462009,1796.757,213.693,27.953115,-81.692783
,38460,"Plattsburgh, NY Micro Area",2,2687771451,206611024,1037.754,79.773,44.752712,-73.705643
,37460,"Panama City, FL Metro Area",1,3398189558,1205715863,1312.048,465.53,30.101095,-85.474971
,40460,"Rockingham, NC Micro Area",2,1226882608,15537990,473.702,5.999,35.004636,-79.755695
,41460,"Salina, KS Micro Area",2,3732064588,4377596,1440.958,1.69,38.96457,-97.663387
,45460,"Terre Haute, IN Metro Area",1,3794552844,51107876,1465.085,19.733,39.392389,-87.347096
,48460,"West Plains, MO Micro Area",2,2401562307,2913502,927.248,1.125,36.774369,-91.887368
,47460,"Walla Walla, WA Metro Area",1,5538991451,87497682,2138.617,33.783,46.263537,-118.255883
,49460,"Yankton, SD Micro Area",2,1349873574,28676624,521.189,11.072,43.006603,-97.388361
,11500,"Anniston-Oxford-Jacksonville, AL Metro Area",1,1569244078,16573120,605.889,6.399,33.771706,-85.822513
,10500,"Albany, GA Metro Area",1,5005437813,65660738,1932.61,25.352,31.589303,-84.174913
,13500,"Bennettsville, SC Micro Area",2,1242867984,14488283,479.874,5.594,34.60167,-79.679435
,17500,"Clewiston, FL Micro Area",2,2994620710,87035817,1156.23,33.605,26.539967,-81.152114
,19500,"Decatur, IL Metro Area",1,1503973504,13409564,580.687,5.177,39.860237,-88.961529
,22500,"Florence, SC Metro Area",1,3525263978,24392673,1361.112,9.418,34.153551,-79.806215
,24500,"Great Falls, MT Metro Area",1,6988237777,34396942,2698.174,13.281,47.316443,-111.350571
,26500,"Huntingdon, PA Micro Area",2,2265337403,37851955,874.652,14.615,40.422311,-77.968595
,28500,"Kerrville, TX Micro Area",2,2857602924,10246419,1103.327,3.956,30.059953,-99.353339
,29500,"Lamesa, TX Micro Area",2,2331781556,4720730,900.306,1.823,32.741934,-101.947322
,34500,"Mount Vernon, IL Micro Area",2,1479314410,32679991,571.167,12.618,38.30078,-88.92421
,33500,"Minot, ND Micro Area",2,12339169798,248853884,4764.18,96.083,48.320242,-101.19801
,44500,"Stephenville, TX Micro Area",2,2805191451,17394954,1083.091,6.716,32.238136,-98.222377
,41500,"Salinas, CA Metro Area",1,8496680819,1270736099,3280.587,490.634,36.240107,-121.315572
,43500,"Silver City, NM Micro Area",2,10259427302,15346268,3961.187,5.925,32.732087,-108.381504
,45500,"Texarkana, TX-AR Metro Area",1,5290972749,213741276,2042.856,82.526,33.47837,-94.207169
,22520,"Florence-Muscle Shoals, AL Metro Area",1,3265618421,213039203,1260.862,82.255,34.799254,-87.719388
,45520,"The Dalles, OR Micro Area",2,6167121090,35716361,2381.139,13.79,45.164536,-121.165069
,46520,"Urban Honolulu, HI Metro Area",1,1555581074,4054908589,600.613,1565.609,21.461365,-158.201974
,15540,"Burlington-South Burlington, VT Metro Area",1,3243255617,657485068,1252.228,253.856,44.689117,-73.041171
,12540,"Bakersfield, CA Metro Area",1,21062393794,78770534,8132.236,30.413,35.346629,-118.729506
,13540,"Bennington, VT Micro Area",2,1748244447,6928011,675.001,2.675,43.035325,-73.11146
,20540,"Dyersburg, TN Micro Area",2,1326943234,36772010,512.336,14.198,36.054196,-89.398306
,21540,"Escanaba, MI Micro Area",2,3033137837,2124389418,1171.101,820.231,45.805229,-86.901938
,22540,"Fond du Lac, WI Metro Area",1,1863635236,119885776,719.554,46.288,43.754722,-88.493284
,27540,"Jasper, IN Micro Area",2,1972302156,38637133,761.51,14.918,38.384156,-87.035953
,28540,"Ketchikan, AK Micro Area",2,12579507052,5220218255,4856.975,2015.538,55.449938,-131.106685
,29540,"Lancaster, PA Metro Area",1,2444600820,103429249,943.866,39.934,40.041992,-76.250198
,32540,"McAlester, OK Micro Area",2,3381112561,187439435,1305.455,72.371,34.92554,-95.74813
,33540,"Missoula, MT Metro Area",1,6715966294,64482586,2593.049,24.897,47.027263,-113.892691
,38540,"Pocatello, ID Metro Area",1,2881317883,92094662,1112.483,35.558,42.692921,-112.228982
,37540,"Paris, TN Micro Area",2,1455159718,81742881,561.84,31.561,36.325295,-88.300288
,40540,"Rock Springs, WY Micro Area",2,27005738206,166246301,10426.974,64.188,41.660328,-108.875677
,44540,"Sterling, CO Micro Area",2,4761948002,16363553,1838.598,6.318,40.728091,-103.090464
,41540,"Salisbury, MD-DE Metro Area",1,5435182698,2080552062,2098.536,803.306,38.399521,-75.478262
,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",1,4523210649,77167809,1746.421,29.795,41.322881,-75.898188
,46540,"Utica-Rome, NY Metro Area",1,6795727533,237762852,2623.845,91.801,43.332289,-75.173169
,48540,"Wheeling, WV-OH Metro Area",1,2443375154,49368078,943.392,19.061,39.975509,-80.847011
,15580,"Butte-Silver Bow, MT Micro Area",2,1859568288,1518177,717.983,0.586,45.896232,-112.660071
,14580,"Bozeman, MT Micro Area",2,6746899240,74547800,2604.992,28.783,45.518054,-111.163921
,16580,"Champaign-Urbana, IL Metro Area",1,4974898388,8488624,1920.819,3.277,40.234489,-88.298623
,19580,"Defiance, OH Micro Area",2,1065649891,7073996,411.45,2.731,41.321679,-84.486433
,20580,"Eagle Pass, TX Micro Area",2,3313819221,31869807,1279.473,12.305,28.729787,-100.316678
,22580,"Forest City, NC Micro Area",2,1464487608,4681435,565.442,1.808,35.402747,-81.919582
,25580,"Hastings, NE Micro Area",2,1458869099,2481410,563.273,0.958,40.520632,-98.500044
,27580,"Jayuya, PR Micro Area",2,115340543,3091,44.533,0.001,18.211152,-66.58687
,28580,"Key West, FL Micro Area",2,2545998106,7133386423,983.015,2754.216,24.535414,-82.00692
,30580,"Liberal, KS Micro Area",2,1655865965,2777350,639.333,1.072,37.180623,-100.854932
,33580,"Mitchell, SD Micro Area",2,2253330436,5924177,870.016,2.287,43.675038,-97.966937
,31580,"Madisonville, KY Micro Area",2,1403746106,32182700,541.989,12.426,37.31107,-87.542196
,36580,"Oneonta, NY Micro Area",2,2594462131,36339122,1001.727,14.031,42.629776,-75.028841
,38580,"Point Pleasant, WV-OH Micro Area",2,2323941145,48259843,897.279,18.633,38.798391,-82.180559
,37580,"Paris, TX Micro Area",2,2349588917,67136455,907.181,25.922,33.667263,-95.570348
,11620,"Ardmore, OK Micro Area",2,2129428214,30012909,822.177,11.588,34.251848,-97.287927
,14620,"Bradford, PA Micro Area",2,2536105992,13010718,979.196,5.023,41.81459,-78.572463
,12620,"Bangor, ME Metro Area",1,8798662789,414019982,3397.183,159.854,45.409279,-68.666598
,13620,"Berlin, NH-VT Micro Area",2,6366622345,121246896,2458.167,46.814,44.698624,-71.42165
,15620,"Cadillac, MI Micro Area",2,2926041805,50671393,1129.751,19.564,44.328738,-85.326429
,19620,"Del Rio, TX Micro Area",2,8144863674,227711349,3144.75,87.92,29.875285,-101.143324
,24620,"Greeneville, TN Micro Area",2,1611409749,5099752,622.169,1.969,36.179514,-82.847485
,25620,"Hattiesburg, MS Metro Area",1,4170802048,27227155,1610.356,10.512,31.188441,-89.232741
,27620,"Jefferson City, MO Metro Area",1,5821488816,80070490,2247.689,30.915,38.637121,-92.089227
,31620,"Magnolia, AR Micro Area",2,1983889573,1990757,765.984,0.769,33.223038,-93.232843
,32620,"McComb, MS Micro Area",2,2950301369,8218928,1139.118,3.173,31.17813,-90.65553
,38620,"Ponca City, OK Micro Area",2,2382077972,65369682,919.725,25.239,36.814885,-97.143862
,40620,"Rolla, MO Micro Area",2,1739898257,6587831,671.779,2.544,37.866326,-91.790349
,43620,"Sioux Falls, SD Metro Area",1,6670244321,27912960,2575.396,10.777,43.49542,-96.995339
,45620,"Thomasville, GA Micro Area",2,1410520995,19717343,544.605,7.613,30.86462,-83.919812
,46620,"Uvalde, TX Micro Area",2,4019521039,17320583,1551.946,6.688,29.350308,-99.768427
,47620,"Warren, PA Micro Area",2,2289914225,37352304,884.141,14.422,41.843669,-79.313173
,21640,"Eufaula, AL-GA Micro Area",2,2683847733,74696992,1036.239,28.841,31.867328,-85.335326
,10660,"Albert Lea, MN Micro Area",2,1831351973,39709692,707.089,15.332,43.674202,-93.350289
,11660,"Arkadelphia, AR Micro Area",2,2243130473,43387485,866.078,16.752,34.053316,-93.176208
,14660,"Brainerd, MN Micro Area",2,7821362417,1426313577,3019.845,550.703,46.776305,-94.225757
,16660,"Charleston-Mattoon, IL Micro Area",2,2212662279,7163097,854.314,2.766,39.423163,-88.242212
,21660,"Eugene, OR Metro Area",1,11799215321,437134106,4555.703,168.778,43.928329,-122.89769
,22660,"Fort Collins, CO Metro Area",1,6723022936,99012625,2595.774,38.229,40.658093,-105.486764
,23660,"Galesburg, IL Micro Area",2,1855506547,8834348,716.415,3.411,40.930941,-90.213761
,28660,"Killeen-Temple, TX Metro Area",1,7293205685,110342668,2815.923,42.604,31.20273,-97.789638
,29660,"Laramie, WY Micro Area",2,11070455501,89161368,4274.327,34.425,41.665514,-105.721883
,32660,"McMinnville, TN Micro Area",2,1120619142,3524884,432.673,1.361,35.67825,-85.777343
,31660,"Malone, NY Micro Area",2,4219632482,176707575,1629.209,68.227,44.594376,-74.31067
,34660,"Murray, KY Micro Area",2,997206000,66492945,385.023,25.673,36.620978,-88.274086
,37660,"Parsons, KS Micro Area",2,1671303693,20263208,645.294,7.824,37.191468,-95.297473
,43660,"Snyder, TX Micro Area",2,2345090489,5436958,905.445,2.099,32.744353,-100.913346
,44660,"Stillwater, OK Micro Area",2,1773393745,31771425,684.711,12.267,36.079225,-96.975255
,41660,"San Angelo, TX Metro Area",1,6665451423,48253632,2573.545,18.631,31.36531,-100.659418
,46660,"Valdosta, GA Metro Area",1,4116602812,102187062,1589.429,39.455,30.827498,-83.242132
,48660,"Wichita Falls, TX Metro Area",1,6784787155,144176388,2619.621,55.667,33.776144,-98.501907
,13700,"Big Spring, TX Micro Area",2,4664592112,11087082,1801.009,4.281,32.091772,-101.467644
,16700,"Charleston-North Charleston, SC Metro Area",1,6706531005,1485739827,2589.406,573.647,33.005815,-80.006109
,17700,"Coffeyville, KS Micro Area",2,1666728645,20601461,643.528,7.954,37.189537,-95.742403
,19700,"Deming, NM Micro Area",2,7679944778,433660,2965.243,0.167,32.184523,-107.747191
,21700,"Eureka-Arcata-Fortuna, CA Micro Area",2,9241251740,1254039383,3568.067,484.187,40.706655,-123.926176
,22700,"Fort Dodge, IA Micro Area",2,1853586077,7278162,715.674,2.81,42.433579,-94.175831
,23700,"Gallup, NM Micro Area",2,14116799310,14078537,5450.527,5.436,35.583878,-108.253266
,25700,"Hays, KS Micro Area",2,2330762291,1197085,899.912,0.462,38.914597,-99.317313
,26700,"Huron, SD Micro Area",2,3260045596,15805388,1258.711,6.102,44.418265,-98.279422
,27700,"Jesup, GA Micro Area",2,1662305031,18071707,641.82,6.978,31.547845,-81.912376
,29700,"Laredo, TX Metro Area",1,8706186700,36555096,3361.478,14.114,27.760799,-99.340752
,32700,"McPherson, KS Micro Area",2,2326519566,6031186,898.274,2.329,38.395812,-97.647489
,40700,"Roseburg, OR Micro Area",2,13042299249,252000831,5035.66,97.298,43.286328,-123.154476
,42700,"Sebring, FL Metro Area",1,2632952088,231653040,1016.589,89.442,27.342627,-81.340921
,43700,"Somerset, KY Micro Area",2,1705274742,48546459,658.41,18.744,37.108312,-84.579986
,41700,"San Antonio-New Braunfels, TX Metro Area",1,18939908872,150530198,7312.74,58.12,29.43306,-98.606973
,45700,"Tifton, GA Micro Area",2,675662341,20498270,260.875,7.914,31.457003,-83.525931
,47700,"Warsaw, IN Micro Area",2,1376361579,59509695,531.416,22.977,41.244293,-85.861575
,13720,"Big Stone Gap, VA Micro Area",2,1920095849,13471088,741.353,5.201,37.025296,-82.509943
,14720,"Breckenridge, CO Micro Area",2,1575590697,28283469,608.339,10.92,39.621023,-106.137555
,13740,"Billings, MT Metro Area",1,15166010216,77889187,5855.63,30.073,45.775453,-108.727871
,12740,"Barre, VT Micro Area",2,1779421703,21184426,687.039,8.179,44.274988,-72.609514
,18740,"Coshocton, OH Micro Area",2,1460530916,9243155,563.914,3.569,40.29671,-81.930109
,17740,"Coldwater, MI Micro Area",2,1311600891,34424716,506.412,13.291,41.918455,-85.066885
,21740,"Evanston, WY Micro Area",2,5391911952,16345637,2081.829,6.311,41.284726,-110.558947
,24740,"Greenville, MS Micro Area",2,1877069905,94495553,724.741,36.485,33.273174,-90.944446
,25740,"Helena, MT Micro Area",2,13248414234,108105955,5115.242,41.74,46.811354,-112.284031
,26740,"Hutchinson, KS Micro Area",2,3251326003,43423736,1255.344,16.766,37.948185,-98.078346
,35740,"Norfolk, NE Micro Area",2,4075615882,19274009,1573.604,7.442,42.04313,-97.487952
,37740,"Payson, AZ Micro Area",2,12323146398,97119865,4757.994,37.498,33.789618,-110.81187
,38740,"Poplar Bluff, MO Micro Area",2,1799185018,11195137,694.669,4.322,36.71518,-90.40313
,40740,"Roswell, NM Micro Area",2,15713841748,20545303,6067.148,7.933,33.361604,-104.469837
,41740,"San Diego-Carlsbad, CA Metro Area",1,10898787530,822557348,4208.046,317.591,33.023604,-116.776117
,42740,"Sedalia, MO Micro Area",2,1766949637,10503983,682.223,4.056,38.727367,-93.285207
,44740,"Storm Lake, IA Micro Area",2,1488989049,13791660,574.902,5.325,42.741522,-95.141432
,45740,"Toccoa, GA Micro Area",2,463974775,13095267,179.142,5.056,34.552914,-83.290216
,49740,"Yuma, AZ Metro Area",1,14281265651,13171316,5514.028,5.085,32.773942,-113.910905
,25760,"Helena-West Helena, AR Micro Area",2,1801429477,82378714,695.536,31.807,34.423687,-90.855593
,40760,"Ruidoso, NM Micro Area",2,12512530204,554703,4831.115,0.214,33.740841,-105.449805
,43760,"Sonora, CA Micro Area",2,5752079368,138722711,2220.89,53.561,38.021434,-119.964733
,41760,"Sandpoint, ID Micro Area",2,4488460265,479480478,1733.004,185.128,48.324628,-116.627452
,10780,"Alexandria, LA Metro Area",1,5079062142,169057328,1961.037,65.273,31.325334,-92.54688
,13780,"Binghamton, NY Metro Area",1,3171179762,36245337,1224.399,13.994,42.163928,-76.022943
,17780,"College Station-Bryan, TX Metro Area",1,5438078089,87231038,2099.654,33.68,30.754392,-96.488537
,15780,"Camden, AR Micro Area",2,3525874166,27976577,1361.348,10.802,33.56752,-92.708221
,21780,"Evansville, IN-KY Metro Area",1,3793163206,125457459,1464.549,48.439,38.02007,-87.586166
,22780,"Fort Leonard Wood, MO Micro Area",2,1416985288,11341981,547.101,4.379,37.824835,-92.207022
,23780,"Garden City, KS Micro Area",2,5626763239,2927999,2172.506,1.131,38.025453,-100.970695
,37780,"Pecos, TX Micro Area",2,6825534308,17396681,2635.354,6.717,31.308366,-103.712706
,40780,"Russellville, AR Micro Area",2,4513464814,95762005,1742.659,36.974,35.199586,-93.252763
,47780,"Washington, IN Micro Area",2,1112375531,19123262,429.491,7.384,38.696089,-87.076944
,48780,"Williston, ND Micro Area",2,5381129960,182522236,2077.666,70.472,48.355765,-103.501333
,22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",2,4703255401,127356962,1815.937,49.173,40.478345,-91.409363
,11820,"Astoria, OR Micro Area",2,2145196270,661305228,828.265,255.331,46.024509,-123.705014
,10820,"Alexandria, MN Micro Area",2,1649200283,215604217,636.76,83.245,45.936829,-95.462156
,16820,"Charlottesville, VA Metro Area",1,5760408914,45668341,2224.106,17.633,37.85459,-78.578282
,17820,"Colorado Springs, CO Metro Area",1,6951236702,12043614,2683.888,4.65,38.845507,-104.638728
,15820,"Campbellsville, KY Micro Area",2,689791858,27162461,266.33,10.487,37.366184,-85.327836
,20820,"Effingham, IL Micro Area",2,1240027659,3183217,478.777,1.229,39.047945,-88.592849
,22820,"Fort Morgan, CO Micro Area",2,3316441507,34663099,1280.485,13.383,40.263167,-103.812278
,21820,"Fairbanks, AK Metro Area",1,18982307701,274103901,7329.11,105.832,64.692317,-146.601733
,25820,"Hereford, TX Micro Area",2,3876750570,3926557,1496.822,1.516,34.940766,-102.607564
,28820,"Kinston, NC Micro Area",2,1033630023,5900300,399.087,2.278,35.240068,-77.63551
,31820,"Manitowoc, WI Micro Area",2,1526268667,2343369333,589.296,904.78,44.104433,-87.315478
,35820,"North Platte, NE Micro Area",2,10343689579,32454802,3993.721,12.531,41.230647,-100.78332
,38820,"Port Angeles, WA Micro Area",2,4503153141,2413877536,1738.677,932.003,48.110903,-123.88986
,42820,"Selma, AL Micro Area",2,2534863481,39131006,978.716,15.109,32.33354,-87.114356
,45820,"Topeka, KS Metro Area",1,8372560286,148384270,3232.664,57.291,39.041389,-95.802639
,48820,"Willmar, MN Micro Area",2,2064978211,168506888,797.293,65.061,45.152714,-95.004981
,49820,"Zapata, TX Micro Area",2,2585876220,154370982,998.412,59.603,26.996981,-99.182603
,21840,"Fairfield, IA Micro Area",2,1127999784,3524824,435.523,1.361,41.006384,-91.96744
,25840,"Hermiston-Pendleton, OR Micro Area",2,13586991820,86020192,5245.967,33.213,45.544602,-119.076191
,18860,"Crescent City, CA Micro Area",2,2606117992,578742645,1006.228,223.454,41.763958,-124.003614
,19860,"Dickinson, ND Micro Area",2,3457000613,14109003,1334.755,5.448,46.817031,-102.662026
,21860,"Fairmont, MN Micro Area",2,1844947511,44649915,712.338,17.239,43.677118,-94.537252
,28860,"Kirksville, MO Micro Area",2,2265278458,7684518,874.629,2.967,40.284489,-92.565124
,29860,"Laurel, MS Micro Area",2,3551010334,15858394,1371.053,6.123,31.825463,-89.148054
,30860,"Logan, UT-ID Metro Area",1,4733880053,33253119,1827.761,12.839,41.883617,-111.784324
,33860,"Montgomery, AL Metro Area",1,7029342690,187428820,2714.045,72.367,32.365631,-86.404585
,34860,"Nacogdoches, TX Micro Area",2,2451572359,89731152,946.557,34.645,31.62056,-94.62025
,40860,"Rutland, VT Micro Area",2,2408212536,38758591,929.816,14.965,43.580858,-73.038202
,46860,"Vernal, UT Micro Area",2,11609319530,56115772,4482.384,21.666,40.125887,-109.517748
,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",1,5097054271,916050468,1967.984,353.689,30.641097,-86.367692
,25880,"Hillsdale, MI Micro Area",2,1549207599,22938677,598.152,8.857,41.927461,-84.637479
,11900,"Athens, OH Micro Area",2,1304383737,12463875,503.625,4.812,39.332604,-82.045844
,13900,"Bismarck, ND Metro Area",1,13921852810,253599437,5375.258,97.915,46.726594,-100.996096
,12900,"Batesville, AR Micro Area",2,1978631574,19593589,763.954,7.565,35.737499,-91.559942
,18900,"Crossville, TN Micro Area",2,1763849850,9823728,681.026,3.793,35.952398,-84.994761
,22900,"Fort Smith, AR-OK Metro Area",1,8768792139,226627211,3385.65,87.501,35.195534,-94.562533
,24900,"Greenwood, MS Micro Area",2,3163934369,50147243,1221.602,19.362,33.491305,-90.113633
,25900,"Hilo, HI Micro Area",2,10433637860,2739470030,4028.45,1057.715,19.597764,-155.502443
,28900,"Klamath Falls, OR Micro Area",2,15391613763,503712593,5942.736,194.485,42.683761,-121.646168
,30900,"Logansport, IN Micro Area",2,1067475985,6974423,412.155,2.693,40.753799,-86.355168
,35900,"North Wilkesboro, NC Micro Area",2,1954249751,6862434,754.54,2.65,36.208883,-81.166095
,36900,"Ottumwa, IA Micro Area",2,2419122169,17733239,934.028,6.847,40.878477,-92.416412
,45900,"Traverse City, MI Micro Area",2,4379583231,7440169726,1690.967,2872.666,44.952324,-85.90832
,46900,"Vernon, TX Micro Area",2,2514536080,18196245,970.868,7.026,34.08492,-99.24244
,48900,"Wilmington, NC Metro Area",1,2754434938,516785207,1063.493,199.532,34.426033,-77.889634
,12940,"Baton Rouge, LA Metro Area",1,10429606246,456494063,4026.894,176.253,30.57089,-91.134533
,16940,"Cheyenne, WY Metro Area",1,6956482527,4273816,2685.913,1.65,41.29283,-104.660395
,20940,"El Centro, CA Metro Area",1,10817291631,790230304,4176.58,305.11,33.040814,-115.3554
,23940,"Gillette, WY Micro Area",2,12437264300,11038017,4802.055,4.262,44.191999,-105.517014
,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",1,3189657197,1013306504,1231.534,391.24,32.386792,-80.830877
,27940,"Juneau, AK Micro Area",2,6829216436,1423792753,2636.775,549.729,58.643523,-134.281167
,30940,"London, KY Micro Area",2,3258431158,47847304,1258.087,18.474,36.92061,-84.045368
,33940,"Montrose, CO Micro Area",2,5804023642,4923261,2240.946,1.901,38.407507,-108.266282
,32940,"Meridian, MS Micro Area",2,5598031466,37039806,2161.412,14.301,32.410674,-88.661926
,31940,"Marinette, WI-MI Micro Area",2,6328631551,1151696290,2443.498,444.672,45.435279,-87.769216
,36940,"Owatonna, MN Micro Area",2,1112775698,6976791,429.645,2.694,44.015261,-93.220453
,44940,"Sumter, SC Metro Area",1,1722537126,44054520,665.075,17.01,33.916253,-80.382288
,40940,"Safford, AZ Micro Area",2,11972778533,47436491,4622.716,18.315,32.931828,-109.87831
,47940,"Waterloo-Cedar Falls, IA Metro Area",1,3893052582,28123594,1503.116,10.859,42.536796,-92.471608
,10980,"Alpena, MI Micro Area",2,1481123848,2908714548,571.865,1123.061,44.894954,-83.426574
,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",1,3767138333,45451721,1454.5,17.549,37.121364,-80.531517
,19980,"Dodge City, KS Micro Area",2,2844508248,2097356,1098.271,0.81,37.688416,-99.884748
,20980,"El Dorado, AR Micro Area",2,2691555882,41400824,1039.216,15.985,33.168219,-92.598145
,21980,"Fallon, NV Micro Area",2,12770128151,242405502,4930.574,93.593,39.53771,-118.264165
,24980,"Grenada, MS Micro Area",2,1093252402,70698246,422.107,27.297,33.770031,-89.80274
,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",1,3039406468,3309058671,1173.521,1277.635,20.855931,-156.60155
,31980,"Marion, IN Micro Area",2,1072452772,2133506,414.076,0.824,40.515758,-85.654946
,36980,"Owensboro, KY Metro Area",1,2327090349,85985603,898.495,33.199,37.693723,-87.077058
,43980,"Spencer, IA Micro Area",2,1469139466,13866649,567.238,5.354,43.081224,-95.149875
,45980,"Troy, AL Micro Area",2,1740647521,2336975,672.068,0.902,31.798651,-85.941604
,47980,"Watertown, SD Micro Area",2,1780837027,76608850,687.585,29.579,44.966285,-97.198837
